index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,Publisher ,units sold
490,29-06-1905,"Animal, Vegetable, Miracle: A Year of Food Life","Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",en-US,Excellent,4.03,83881,genre fiction,823.35,494.01,4.99,542,"Amazon Digital Services,  Inc.",4455
491,06-07-1905,Heir of Fire,Sarah J. Maas,eng,Famous,4.53,123843,genre fiction,163.35,98.01,0.99,543,Hachette Book Group,4455
492,16-06-1905,,Robert Jordan,eng,Excellent,4.1,91046,fiction,823.35,494.01,4.99,544,Hachette Book Group,4455
493,01-07-1905,The Sweetness at the Bottom of the Pie,Alan Bradley,eng,Intermediate,3.81,99841,genre fiction,1757.25,1054.35,10.65,545,Penguin Group (USA) LLC,4455
494,25-06-1905,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,en-US,Intermediate,3.92,82090,genre fiction,162.36,0,0.99,546,"Amazon Digital Services,  Inc.",4428
495,27-06-1905,A Breath of Snow and Ashes,Diana Gabaldon,eng,Famous,4.43,87098,nonfiction,1746.6,1047.96,10.65,547,Penguin Group (USA) LLC,4428
496,06-07-1905,The Blood of Olympus,Rick Riordan,eng,Famous,4.41,110719,genre fiction,162.36,97.416,0.99,549,"Amazon Digital Services,  Inc.",4428
497,08-07-1905,Truly Madly Guilty,Liane Moriarty,eng,Intermediate,3.55,90477,genre fiction,162.36,0,0.99,549,"Amazon Digital Services,  Inc.",4428
498,04-07-1905,"Saga, Volume One","Brian K. Vaughan, Fiona Staples",eng,Excellent,4.25,131906,genre fiction,162.36,97.416,0.99,550,"Amazon Digital Services,  Inc.",4428
499,03-07-1905,The Art of Fielding,Chad Harbach,eng,Intermediate,3.99,81712,genre fiction,324.37,194.622,1.99,551,"Amazon Digital Services,  Inc.",4401
500,17-05-1905,A Moveable Feast,Ernest Hemingway,eng,Excellent,4.04,69992,genre fiction,813.37,488.022,4.99,551,Penguin Group (USA) LLC,4401
501,28-06-1905,Fablehaven,Brandon Mull,eng,Excellent,4.08,99390,genre fiction,1470.26,882.156,9.02,553,Random House LLC,4401
502,22-06-1905,The Wide Window,"Lemony Snicket, Brett Helquist",eng,Intermediate,3.91,118624,genre fiction,161.37,96.822,0.99,554,"Amazon Digital Services,  Inc.",4401
503,23-06-1905,Grave Peril,Jim Butcher,eng,Excellent,4.18,97736,nonfiction,322.38,193.428,1.99,557,"Amazon Digital Services,  Inc.",4374
504,29-06-1905,Einstein. His Life and Universe,Walter Isaacson,eng,Excellent,4.08,71156,nonfiction,322.38,193.428,1.99,557,"Amazon Digital Services,  Inc.",4374
505,03-07-1905,Effortless,S.C. Stephens,eng,Excellent,4.37,83085,genre fiction,160.38,96.228,0.99,558,"Amazon Digital Services,  Inc.",4374
506,20-06-1905,The Street Lawyer,John Grisham,eng,Intermediate,3.81,80577,genre fiction,320.39,192.234,1.99,561,Random House LLC,4347
507,29-05-1905,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,eng,Intermediate,3.79,92980,nonfiction,642.39,385.434,3.99,561,Hachette Book Group,4347
508,01-07-1905,Pride and Prejudice and Zombies,"Seth Grahame-Smith, Jane Austen",eng,Novice,3.28,103995,genre fiction,615.02,369.012,3.82,562,"Amazon Digital Services,  Inc.",4347
509,05-07-1905,Lets Explore Diabetes with Owls,David Sedaris,eng,Intermediate,3.8,81616,genre fiction,478.4,287.04,2.99,565,Macmillan,4320
510,10-02-1905,Ð˜Ð´Ð¸Ð¾Ñ‚,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",eng,Excellent,4.18,74642,fiction,1438.4,863.04,8.99,565,Penguin Group (USA) LLC,4320
511,09-06-1905,Dirk Gently's Holistic Detective Agency,Douglas Adams,en-US,Intermediate,3.97,89569,nonfiction,478.4,0,2.99,566,"Amazon Digital Services,  Inc.",4320
512,30-06-1905,Rodrick Rules,Jeff Kinney,en-US,Excellent,4.1,91831,genre fiction,478.4,0,2.99,567,"Amazon Digital Services,  Inc.",4320
513,07-07-1905,Why Not Me?,Mindy Kaling,eng,Intermediate,3.89,74199,genre fiction,1598.4,959.04,9.99,568,Random House LLC,4320
514,06-07-1905,Four: A Divergent Collection,Veronica Roth,eng,Excellent,4.1,97058,fiction,475.41,0,2.99,570,"Amazon Digital Services,  Inc.",4293
515,07-07-1905,Modern Romance,"Aziz Ansari, Eric Klinenberg",eng,Intermediate,3.85,94231,genre fiction,157.41,0,0.99,571,"Amazon Digital Services,  Inc.",4293
516,04-07-1905,The One and Only Ivan,"Katherine Applegate, Patricia Castelao",eng,Excellent,4.24,85136,genre fiction,475.41,0,2.99,572,"Amazon Digital Services,  Inc.",4293
517,19-06-1905,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,en-US,Excellent,4.07,45382,genre fiction,634.41,380.646,3.99,572,Hachette Book Group,4293
518,27-06-1905,Elantris,Brandon Sanderson,eng,Excellent,4.17,95950,genre fiction,314.42,188.652,1.99,574,Simon and Schuster Digital Sales Inc,4266
519,30-06-1905,The Knife of Never Letting Go,Patrick Ness,eng,Intermediate,3.96,99638,genre fiction,1136.02,681.612,7.19,575,"Amazon Digital Services,  Inc.",4266
520,20-06-1905,One Thousand White Women: The Journals of May Dodd,Jim Fergus,eng,Intermediate,3.88,84367,genre fiction,472.42,283.452,2.99,576,"Amazon Digital Services,  Inc.",4266
521,01-07-1905,Handle with Care,Jodi Picoult,eng,Intermediate,3.96,90138,fiction,1420.42,852.252,8.99,577,HarperCollins Publishers,4266
522,26-06-1905,Song of Susannah,"Stephen King, Darrel Anderson",eng,Intermediate,3.98,84957,genre fiction,469.43,0,2.99,578,"Amazon Digital Services,  Inc.",4239
523,04-07-1905,Reached,Ally Condie,,Intermediate,3.56,109290,genre fiction,155.43,0,0.99,580,"Amazon Digital Services,  Inc.",4239
524,03-06-1905,Midnight's Children,Salman Rushdie,eng,Intermediate,3.99,75502,nonfiction,1474.23,884.538,9.39,581,"Amazon Digital Services,  Inc.",4239
525,26-06-1905,The Zombie Survival Guide: Complete Protection from the Living Dead,Max Brooks,eng,Intermediate,3.86,82535,genre fiction,154.44,0,0.99,585,"Amazon Digital Services,  Inc.",4212
526,21-06-1905,The Testament,John Grisham,,Intermediate,3.83,80377,nonfiction,778.44,467.064,4.99,585,Random House LLC,4212
527,13-04-1905,Murder at the Vicarage,Agatha Christie,eng,Excellent,4.03,93963,nonfiction,669.24,401.544,4.29,586,HarperCollins Publishing,4212
528,20-06-1905,Among the Hidden ,Margaret Peterson Haddix,eng,Intermediate,3.97,94478,genre fiction,2106.45,1263.87,13.59,589,HarperCollins Publishers,4185
529,29-06-1905,In Defense of Food: An Eater's Manifesto,Michael Pollan,en-US,Excellent,4.07,80434,genre fiction,618.45,0,3.99,589,"Amazon Digital Services,  Inc.",4185
530,11-05-1905,The Witch of Blackbird Pond,Elizabeth George Speare,en-US,Intermediate,3.97,105770,nonfiction,1230.46,738.276,7.99,591,Penguin Group (USA) LLC,4158
531,07-07-1905,The Heir,Kiera Cass,eng,Intermediate,3.85,111044,genre fiction,614.46,0,3.99,592,"Amazon Digital Services,  Inc.",4158
532,24-06-1905,Shopaholic Ties the Knot,Sophie Kinsella,eng,Intermediate,3.77,88139,genre fiction,460.46,0,2.99,594,"Amazon Digital Services,  Inc.",4158
533,01-02-1905,The Woman in White,"Wilkie Collins, Matthew Sweet",eng,Intermediate,3.98,93134,genre fiction,768.46,0,4.99,594,"Amazon Digital Services,  Inc.",4158
534,07-07-1905,Career of Evil,"Robert Galbraith, J.K. Rowling",eng,Excellent,4.21,66979,genre fiction,1167.32,700.392,7.58,595,Penguin Group (USA) LLC,4158
535,01-07-1905,The Summer I Turned Pretty,Jenny Han,en-US,Intermediate,3.96,104730,genre fiction,610.47,0,3.99,596,"Amazon Digital Services,  Inc.",4131
536,20-06-1905,Four to Score ,Janet Evanovich,en-US,Excellent,4.17,106871,genre fiction,151.47,90.882,0.99,597,"Amazon Digital Services,  Inc.",4131
537,18-06-1905,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,en-US,Excellent,4.06,80906,genre fiction,151.47,0,0.99,598,"Amazon Digital Services,  Inc.",4131
538,01-07-1905,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance","Steven D. Levitt, Stephen J. Dubner",en-US,Intermediate,3.95,85006,genre fiction,1176.57,705.942,7.69,600,Penguin Group (USA) LLC,4131
539,28-06-1905,Darkfever,Karen Marie Moning,eng,Excellent,4.14,110812,genre fiction,1618.8,971.28,10.65,601,Penguin Group (USA) LLC,4104
540,17-06-1905,Stone of Tears,Terry Goodkind,en-US,Excellent,4.1,83235,genre fiction,1111.12,666.672,7.31,603,Penguin Group (USA) LLC,4104
541,02-07-1905,Heart of the Matter,Emily Giffin,en-US,Intermediate,3.73,83461,genre fiction,910.48,546.288,5.99,603,Simon and Schuster Digital Sales Inc,4104
542,20-01-1905,Vanity Fair: A Novel Without a Hero,"William Makepeace Thackeray, John Carey",eng,Intermediate,3.76,91323,genre fiction,149.49,0,0.99,605,"Amazon Digital Services,  Inc.",4077
543,12-05-1905,The Sirens of Titan,Kurt Vonnegut Jr.,en-GB,Excellent,4.16,72493,genre fiction,151,90.6,1,607,"Amazon Digital Services,  Inc.",4077
544,14-06-1905,Dolores Claiborne,"Stephen King, Dominique Dill",fre,Intermediate,3.81,71053,genre fiction,661.38,396.828,4.38,608,"Amazon Digital Services,  Inc.",4077
545,08-07-1905,The Nest,Cynthia D'Aprix Sweeney,eng,Novice,3.45,79762,nonfiction,1508.49,905.094,9.99,608,"Amazon Digital Services,  Inc.",4077
546,23-06-1905,"Fables, Volume 1: Legends in Exile","Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",eng,Intermediate,3.99,101016,genre fiction,1125,675,7.5,610,Penguin Group (USA) LLC,4050
547,23-06-1905,Getting Things Done: How To Achieve Stress-free Productivity,David    Allen,en-GB,Intermediate,3.98,75665,genre fiction,598.5,0,3.99,611,"Amazon Digital Services,  Inc.",4050
548,15-06-1905,The Celestine Prophecy,James Redfield,en-US,Intermediate,3.6,72675,genre fiction,594.51,356.706,3.99,615,Penguin Group (USA) LLC,4023
549,04-07-1905,My Life Next Door ,Huntley Fitzpatrick,eng,Excellent,4.02,102012,genre fiction,594.51,356.706,3.99,615,Simon and Schuster Digital Sales Inc,4023
550,04-07-1905,Winter of the World,Ken Follett,eng,Excellent,4.29,71971,nonfiction,1488.51,893.106,9.99,616,HarperCollins Publishing,4023
551,05-07-1905,"è‰²å½©ã‚’æŒãŸãªã„å¤šå´Žã¤ãã‚‹ã¨ã€å½¼ã®å·¡ç¤¼ã®å¹´ [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi]","Haruki Murakami, Philip Gabriel",eng,Intermediate,3.82,67873,fiction,594.51,0,3.99,616,"Amazon Digital Services,  Inc.",4023
552,21-06-1905,Lucky,Alice Sebold,eng,Intermediate,3.77,77462,children,1427.42,856.452,9.58,617,"Amazon Digital Services,  Inc.",4023
553,10-04-1905,To The Lighthouse ,Virginia Woolf,eng,Intermediate,3.76,83066,genre fiction,1144.04,686.424,7.73,619,Macmillan,3996
554,26-06-1905,Five Point Someone: What Not to Do at IIT,Chetan Bhagat,en-GB,Novice,3.43,67438,genre fiction,146.52,0,0.99,620,"Amazon Digital Services,  Inc.",3996
555,15-06-1905,Guilty Pleasures,Laurell K. Hamilton,eng,Excellent,4.02,104252,genre fiction,442.52,0,2.99,622,"Amazon Digital Services,  Inc.",3996
556,24-06-1905,The Messenger,Markus Zusak,en-US,Excellent,4.09,93119,genre fiction,145.53,87.318,0.99,624,"Amazon Digital Services,  Inc.",3969
557,16-02-1905,Far from the Madding Crowd,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",eng,Intermediate,3.92,87427,genre fiction,1997.73,1198.638,13.59,624,HarperCollins Publishers,3969
558,09-06-1905,Equal Rites,Terry Pratchett,eng,Intermediate,4,88673,genre fiction,145.53,0,0.99,625,"Amazon Digital Services,  Inc.",3969
559,22-06-1905,House of Leaves,Mark Z. Danielewski,eng,Excellent,4.13,75469,genre fiction,439.53,0,2.99,625,"Amazon Digital Services,  Inc.",3969
560,15-06-1905,Cruel & Unusual,Patricia Cornwell,nl,Excellent,4.11,83695,genre fiction,439.53,263.718,2.99,626,"Amazon Digital Services,  Inc.",3969
561,05-07-1905,Sycamore Row,John Grisham,eng,Intermediate,3.98,56315,genre fiction,1074.57,644.742,7.31,627,Penguin Group (USA) LLC,3969
562,03-07-1905,Awakened,"P.C. Cast, Kristin Cast",en-US,Excellent,4.02,101234,genre fiction,675.98,405.588,4.63,628,Hachette Book Group,3942
563,01-04-1905,My Ãntonia,Willa Cather,eng,Intermediate,3.76,81102,genre fiction,582.54,0,3.99,629,"Amazon Digital Services,  Inc.",3942
564,28-06-1905,Life As We Knew It,Susan Beth Pfeffer,eng,Intermediate,3.89,94282,nonfiction,1097.92,658.752,7.52,629,"Amazon Digital Services,  Inc.",3942
565,26-06-1905,America (The Book): A Citizen's Guide to Democracy Inaction,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",eng,Excellent,4.02,74511,nonfiction,1166.54,699.924,7.99,630,Random House LLC,3942
566,26-06-1905,90 Minutes in Heaven,"Don Piper, Cecil Murphey",,Intermediate,3.91,67937,genre fiction,1251.22,750.732,8.57,631,"Amazon Digital Services,  Inc.",3942
567,04-07-1905,The Longest Ride,Nicholas Sparks,eng,Excellent,4.14,71276,genre fiction,144.54,0,0.99,631,"Amazon Digital Services,  Inc.",3942
568,###############################################################################################################################################################################################################################################################,é“å¾·ç¶“ [dÃ o dÃ© jÄ«ng],"Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe",eng,Excellent,4.31,39863,genre fiction,665.55,399.33,4.59,632,Penguin Group (USA) LLC,3915
569,01-06-1905,Kane and Abel,Jeffrey Archer,en-US,Excellent,4.27,74052,fiction,723.55,0,4.99,632,"Amazon Digital Services,  Inc.",3915
570,30-06-1905,Change of Heart,Jodi Picoult,en-US,Intermediate,3.91,86471,genre fiction,990.35,594.21,6.83,634,Simon and Schuster Digital Sales Inc,3915
571,25-06-1905,Dry: A Memoir,Augusten Burroughs,eng,Excellent,4.01,70550,children,1448.55,869.13,9.99,635,"Amazon Digital Services,  Inc.",3915
572,23-06-1905,Sam's Letters To Jennifer,James Patterson,,Excellent,4.15,77538,genre fiction,868.55,521.13,5.99,636,Hachette Book Group,3915
573,07-07-1905,Grey,E.L. James,en-GB,Intermediate,3.76,75320,genre fiction,1134.72,680.832,7.88,637,Hachette Book Group,3888
574,22-05-1905,Dune Messiah ,Frank Herbert,eng,Intermediate,3.86,82580,genre fiction,570.57,0,3.99,641,"Amazon Digital Services,  Inc.",3861
575,28-04-1905,The Great Divorce,C.S. Lewis,en-US,Excellent,4.28,75031,fiction,1428.57,857.142,9.99,642,Penguin Group (USA) LLC,3861
576,26-06-1905,Little Earthquakes,Jennifer Weiner,,Intermediate,3.76,77592,nonfiction,1072.5,643.5,7.5,645,Random House LLC,3861
577,08-01-1905,Eventyr og historier,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",eng,Excellent,4.28,90999,genre fiction,708.58,0,4.99,646,"Amazon Digital Services,  Inc.",3834
578,01-07-1905,New Moon: The Complete Illustrated Movie Companion,Mark Cotta Vaz,en-US,Excellent,4.34,82399,genre fiction,1560.58,936.348,10.99,647,Penguin Group (USA) LLC,61560
579,06-07-1905,Maybe Someday,Colleen Hoover,eng,Excellent,4.33,81707,genre fiction,969.86,581.916,6.83,649,Random House LLC,61128
580,21-06-1905,Mr Maybe,Jane Green,eng,Novice,3.41,78132,genre fiction,562.59,0,3.99,651,"Amazon Digital Services,  Inc.",61128
581,29-03-1905,Anne of the Island,L.M. Montgomery,eng,Excellent,4.21,97049,genre fiction,139.59,83.754,0.99,652,Random House LLC,60696
582,25-02-1905,Also sprach Zarathustra,"Friedrich Nietzsche, Walter Kaufmann",eng,Excellent,4.05,65362,genre fiction,1030.71,618.426,7.31,652,Penguin Group (USA) LLC,59400
583,27-01-1905,North and South,"Elizabeth Gaskell, Alan Shelston",eng,Excellent,4.13,95274,genre fiction,562.59,0,3.99,653,"Amazon Digital Services,  Inc.",58968
584,03-07-1905,A Stolen Life,Jaycee Dugard,en-US,Intermediate,3.89,72713,fiction,558.6,0,3.99,655,"Amazon Digital Services,  Inc.",57240
585,02-07-1905,The Immortals of Meluha,Amish Tripathi,eng,Intermediate,4,62784,genre fiction,418.6,251.16,2.99,658,"Amazon Digital Services,  Inc.",56808
586,17-06-1905,The Lost World,Michael Crichton,eng,Intermediate,3.72,83389,genre fiction,1398.6,839.16,9.99,658,"Amazon Digital Services,  Inc.",55728
587,05-07-1905,Requiem,Lauren Oliver,eng,Intermediate,3.74,100593,genre fiction,698.6,0,4.99,659,"Amazon Digital Services,  Inc.",55080
588,18-06-1905,A Crown of Swords,Robert Jordan,eng,Intermediate,4,86421,nonfiction,137.61,0,0.99,661,"Amazon Digital Services,  Inc.",54000
589,###############################################################################################################################################################################################################################################################,Aesopica,"Aesop, Laura Harris, Laura Gibbs",eng,Excellent,4.05,88508,genre fiction,693.61,0,4.99,663,"Amazon Digital Services,  Inc.",53784
590,07-06-1905,Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,eng,Excellent,4.18,71095,genre fiction,725.88,435.528,5.26,665,Penguin Group (USA) LLC,53784
591,04-07-1905,Finale,Becca Fitzpatrick,eng,Excellent,4.22,107569,genre fiction,1516.62,909.972,10.99,666,Penguin Group (USA) LLC,53784
592,07-06-1905,Skeleton Crew,Stephen King,eng,Intermediate,3.93,82320,genre fiction,957.72,574.632,6.94,668,Random House LLC,53568
593,24-06-1905,Lullaby,Chuck Palahniuk,,Intermediate,3.73,66713,genre fiction,1094.63,656.778,7.99,671,Hachette Book Group,53352
594,01-07-1905,Two States,Chetan Bhagat,eng,Intermediate,3.42,67866,genre fiction,836.4,501.84,6.15,675,"Amazon Digital Services,  Inc.",53352
595,27-06-1905,ãƒ´ã‚¡ãƒ³ãƒ‘ã‚¤ã‚¢é¨Žå£« 1,"Matsuri Hino, Tomo Kimura",eng,Excellent,4.1,89733,nonfiction,1225.36,0,9.01,675,"Amazon Digital Services,  Inc.",53136
596,24-06-1905,Summer Knight,Jim Butcher,eng,Excellent,4.3,91012,genre fiction,542.64,0,3.99,676,"Amazon Digital Services,  Inc.",52920
597,21-05-1905,Dragonflight,"Anne McCaffrey, Teodor PanasiÅ„ski",eng,Excellent,4.1,95378,genre fiction,133.65,0,0.99,679,"Amazon Digital Services,  Inc.",52488
598,29-06-1905,"The History of the Hobbit, Part One: Mr. Baggins","John D. Rateliff, J.R.R. Tolkien",eng,Intermediate,3.81,108399,genre fiction,538.65,0,3.99,680,"Amazon Digital Services,  Inc.",52488
599,06-07-1905,Ugly Love,Colleen Hoover,eng,Excellent,4.3,107583,genre fiction,808.65,485.19,5.99,681,Random House LLC,52488
600,20-06-1905,Chocolat,Joanne Harris,eng,Intermediate,3.95,84770,nonfiction,873.68,524.208,6.52,682,"Amazon Digital Services,  Inc.",52056
601,30-05-1905,The Amityville Horror,Jay Anson,eng,Intermediate,3.82,80959,genre fiction,1191.26,714.756,8.89,684,Hachette Book Group,52056
602,14-06-1905,The English Patient,Michael Ondaatje,,Intermediate,3.88,83741,genre fiction,663.67,0,4.99,688,"Amazon Digital Services,  Inc.",51840
603,04-07-1905,Gabriel's Rapture,Sylvain Reynard,eng,Excellent,4.22,91213,genre fiction,530.67,0,3.99,689,"Amazon Digital Services,  Inc.",51624
604,28-03-1905,Dubliners,"James Joyce, Jeri Johnson",eng,Intermediate,3.85,73140,fiction,397.67,238.602,2.99,690,Random House LLC,51408
605,01-07-1905,Let the Great World Spin,Colum McCann,en-US,Intermediate,3.93,71515,genre fiction,394.68,0,2.99,692,"Amazon Digital Services,  Inc.",51192
606,25-06-1905,The Eternity Code,Eoin Colfer,eng,Excellent,4.04,94437,fiction,394.68,0,2.99,692,"Amazon Digital Services,  Inc.",51192
607,23-06-1905,Tell No One,Harlan Coben,eng,Excellent,4.11,78070,genre fiction,394.68,236.808,2.99,693,"Amazon Digital Services,  Inc.",50976
608,09-06-1905,The Tommyknockers,Stephen King,eng,Famous,3.48,89262,genre fiction,790.68,0,5.99,693,"Amazon Digital Services,  Inc.",50760
609,02-07-1905,Hex Hall,Rachel Hawkins,eng,Intermediate,3.96,109881,fiction,526.68,0,3.99,693,"Amazon Digital Services,  Inc.",50544
610,02-07-1905,Steal Like an Artist,Austin Kleon,en-US,Intermediate,3.86,93625,genre fiction,130.68,78.408,0.99,694,"Amazon Digital Services,  Inc.",50328
611,21-06-1905,Cryptonomicon,Neal Stephenson,eng,Excellent,4.25,72683,children,327.36,196.416,2.48,694,Random House LLC,50112
612,05-07-1905,Beautiful Bastard,Christina Lauren,eng,Excellent,4.05,111668,genre fiction,394.68,0,2.99,695,"Amazon Digital Services,  Inc.",49896
613,22-06-1905,Prodigal Summer,Barbara Kingsolver,en-US,Intermediate,3.98,78529,genre fiction,260.69,156.414,1.99,696,Simon and Schuster Digital Sales Inc,49896
614,18-06-1905,We Were the Mulvaneys,Joyce Carol Oates,eng,Intermediate,3.7,77251,genre fiction,1395.15,837.09,10.65,698,Hachette Book Group,49680
615,15-06-1905,Understanding Comics: The Invisible Art,Scott McCloud,en-US,Intermediate,3.98,77277,nonfiction,129.69,77.814,0.99,699,"Amazon Digital Services,  Inc.",49680
616,02-07-1905,Beautiful Darkness,"Kami Garcia, Margaret Stohl",en-US,Intermediate,3.84,95447,nonfiction,260.69,156.414,1.99,700,HarperCollins Publishers,49248
617,03-07-1905,The Psychopath Test,Jon Ronson,eng,Intermediate,3.91,44097,genre fiction,492.7,295.62,3.79,701,Macmillan,49032
618,27-06-1905,Vanishing Acts,Jodi Picoult,en-US,Intermediate,3.68,79662,genre fiction,258.7,155.22,1.99,703,Random House LLC,48816
619,17-06-1905,Absolute Power,David Baldacci,eng,Excellent,4.15,72481,genre fiction,1656.2,993.72,12.74,704,Macmillan,48816
620,22-06-1905,Hot Six,Janet Evanovich,eng,Excellent,4.18,99329,genre fiction,514.71,0,3.99,705,"Amazon Digital Services,  Inc.",48600
621,04-07-1905,The Time Keeper,Mitch Albom,eng,Intermediate,3.85,72277,genre fiction,127.71,0,0.99,707,"Amazon Digital Services,  Inc.",48384
622,28-06-1905,A Dirty Job,Christopher Moore,en-US,Excellent,4.08,78523,nonfiction,127.71,76.626,0.99,707,"Amazon Digital Services,  Inc.",48168
623,25-06-1905,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,en-US,Excellent,4.24,66406,genre fiction,127.71,0,0.99,708,"Amazon Digital Services,  Inc.",47952
624,25-06-1905,The Amulet of Samarkand,Jonathan Stroud,en-US,Intermediate,3.99,86062,genre fiction,127.71,0,0.99,709,"Amazon Digital Services,  Inc.",47736
625,29-06-1905,I Am America (And So Can You!),"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",en-US,Intermediate,3.91,71023,genre fiction,885.76,531.456,6.92,710,Penguin Group (USA) LLC,47520
626,03-06-1905,The One Minute Manager,"Kenneth H. Blanchard, Spencer Johnson",en-US,Intermediate,3.85,70241,children,888.32,532.992,6.94,710,"Amazon Digital Services,  Inc.",47520
627,11-05-1905,Exodus,Leon Uris,eng,Excellent,4.33,77258,genre fiction,1470.72,882.432,11.49,711,Random House LLC,47304
628,16-06-1905,Stones from the River,Ursula Hegi,en-GB,Excellent,4.07,80056,genre fiction,787.2,472.32,6.15,712,"Amazon Digital Services,  Inc.",47304
629,22-04-1905,The Big Sleep,Raymond Chandler,eng,Excellent,4.04,84489,genre fiction,126.72,76.032,0.99,713,"Amazon Digital Services,  Inc.",47088
630,28-04-1905,Cannery Row ,John Steinbeck,eng,Excellent,4.02,81598,genre fiction,1153.28,691.968,9.01,713,HarperCollins Publishers,47088
631,03-07-1905,Seriously...I'm Kidding,Ellen DeGeneres,en-US,Intermediate,3.72,74358,genre fiction,843.28,505.968,6.64,714,Hachette Book Group,46872
632,22-06-1905,The Miserable Mill,"Lemony Snicket, Brett Helquist",en-US,Intermediate,3.83,101325,genre fiction,1395.73,837.438,10.99,716,Penguin Group (USA) LLC,46872
633,04-07-1905,The Snow Child,Eowyn Ivey,eng,Intermediate,3.95,72328,genre fiction,125.73,75.438,0.99,716,"Amazon Digital Services,  Inc.",46872
634,05-07-1905,Wait for You,"J. Lynn, Jennifer L. Armentrout",eng,Excellent,4.19,106236,genre fiction,506.73,0,3.99,717,"Amazon Digital Services,  Inc.",46440
635,01-07-1905,The Last Straw,Jeff Kinney,eng,Excellent,4.11,82518,genre fiction,502.74,0,3.99,719,"Amazon Digital Services,  Inc.",46440
636,31-07-1903,La Divina Commedia,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",eng,Excellent,4.06,74130,genre fiction,124.74,0,0.99,720,"Amazon Digital Services,  Inc.",46008
637,04-06-1905,The Tao of Pooh,"Benjamin Hoff, Ernest H. Shepard",eng,Excellent,4.01,69975,genre fiction,1198.75,719.25,9.59,724,HarperCollins Publishers,46008
638,04-07-1905,Onyx,Jennifer L. Armentrout,eng,Excellent,4.33,111448,genre fiction,1127.5,676.5,9.02,725,Random House LLC,46008
639,05-07-1905,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,eng,Excellent,4.28,109183,genre fiction,122.76,73.656,0.99,728,"Amazon Digital Services,  Inc.",45792
640,25-06-1905,The Birth of Venus,Sarah Dunant,en-US,Intermediate,3.79,78129,genre fiction,370.76,0,2.99,730,"Amazon Digital Services,  Inc.",45576
641,27-06-1905,The Opal Deception,Eoin Colfer,eng,Excellent,4.04,95638,genre fiction,121.77,73.062,0.99,733,"Amazon Digital Services,  Inc.",45360
642,07-07-1905,Det som inte dÃ¶dar oss,"David Lagercrantz, Stieg Larsson, George Goulding",eng,Intermediate,3.73,53751,genre fiction,121.77,73.062,0.99,736,Random House LLC,45144
643,08-07-1905,The Girls,Emma Cline,eng,Novice,3.49,76761,genre fiction,974.78,584.868,7.99,737,Random House LLC,44928
644,25-06-1905,The Goose Girl,Shannon Hale,en-US,Excellent,4.18,92952,genre fiction,120.78,72.468,0.99,738,Simon and Schuster Digital Sales Inc,44280
645,23-06-1905,Mystic River,Dennis Lehane,en-US,Excellent,4.19,86103,genre fiction,1096.78,658.068,8.99,739,Random House LLC,43848
646,02-07-1905,Warm Bodies,Isaac Marion,,Intermediate,3.93,66381,genre fiction,486.78,292.068,3.99,740,"Amazon Digital Services,  Inc.",43848
647,23-02-1905,The Prince and the Pauper,"Mark Twain, Everett H. Emerson",eng,Intermediate,3.84,84682,genre fiction,966.79,580.074,7.99,741,Random House LLC,43416
648,19-05-1905,The Moon is a Harsh Mistress,Robert A. Heinlein,eng,Excellent,4.17,80366,genre fiction,930.49,558.294,7.69,743,Penguin Group (USA) LLC,43416
